Reactions,Single_gene,enzyme_mass,kcat_mean,kcat_std
rxn15491_c0,NODE_1_3372496_3374217,0.0,8.683700996635055,1.7003588379484085
rxn15491_c0,NODE_1_3372496_3374217,0.0,8.683700996635055,1.7003588379484085
rxn15491_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn15491_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn15491_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn15491_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn15491_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn15491_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn15491_c0,NODE_1_3372496_3374217,0.0,9.173009204007602,6.984075701402957
rxn15491_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn15491_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn15491_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn15491_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn15491_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn15491_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
